model_name,context_size,prompt_tokens,completion_tokens,total_tokens,time_to_first_token,generation_time,total_time,tokens_per_second,prompt_processing_speed,system_info,timestamp
mistralai/magistral-small-2509,1000,1204,504,1708,6.738947624806315,28.464878417085856,35.20455337502062,17.70603030917839,178.66291104089186,M3 Max MacBook Pro 128GB RAM,2025-09-20T00:33:37.805547
mistralai/magistral-small-2509,10000,10437,492,10929,60.93282354110852,33.687327458988875,94.62159645790234,14.60489855121227,171.28699104118564,M3 Max MacBook Pro 128GB RAM,2025-09-20T00:35:32.354591
mistralai/magistral-small-2509,20000,20875,486,21361,140.05733225028962,43.51823087502271,183.57605208316815,11.167733389615792,149.0461060810105,M3 Max MacBook Pro 128GB RAM,2025-09-20T00:38:59.712198
mistralai/magistral-small-2509,40000,41134,495,41629,289.40858287457377,63.48891908302903,352.8979672919959,7.796636124055803,142.1312374064144,M3 Max MacBook Pro 128GB RAM,2025-09-20T00:49:37.173464
mistralai/magistral-small-2509,60000,62137,213,62350,542.8788402080536,34.084192332811654,576.9634747081436,6.2492312541891275,114.45831997464948,M3 Max MacBook Pro 128GB RAM,2025-09-20T00:59:38.781811
mistralai/magistral-small-2509,70000,72021,396,72417,581.4985554162413,62.569378125015646,644.068367165979,6.328974521830458,123.85413399427415,M3 Max MacBook Pro 128GB RAM,2025-09-20T01:11:02.159103
