model_name,context_size,prompt_tokens,completion_tokens,total_tokens,time_to_first_token,generation_time,total_time,tokens_per_second,prompt_processing_speed,system_info,timestamp,trials
mlx-community/gpt-oss-120b,128,265,277,542,5.849225583331038,4.959845999255776,10.809933568971852,55.915714595765095,45.305142744911336,M3 Max MacBook Pro 128GB RAM,2025-09-27T18:01:40.454032,3
mlx-community/gpt-oss-120b,512,617,278,895,8.210072708316147,5.2183810834152,13.429295958019791,53.27322699438832,75.15158780202133,M3 Max MacBook Pro 128GB RAM,2025-09-27T18:02:48.248998,3
mlx-community/gpt-oss-120b,1024,1168,295,1463,10.747849471867085,5.855432944527517,16.604071444210906,50.43748876150168,108.672902710192,M3 Max MacBook Pro 128GB RAM,2025-09-27T18:04:12.973393,3
mlx-community/gpt-oss-120b,4096,4153,315,4468,23.79538091660167,7.262786930737396,31.058831347307812,43.325884356450246,174.52967088677772,M3 Max MacBook Pro 128GB RAM,2025-09-27T18:06:58.660297,3
mlx-community/gpt-oss-120b,16384,16459,272,16731,80.88314451401432,9.68861497224619,90.57241095850866,28.03978354438457,203.49109939893856,M3 Max MacBook Pro 128GB RAM,2025-09-27T18:15:42.116701,3
mlx-community/gpt-oss-120b,32768,32848,271,33119,176.0446432920483,14.993968152285865,191.03925380607447,18.09616577663385,186.58903438207423,M3 Max MacBook Pro 128GB RAM,2025-09-27T18:34:12.381011,3
mlx-community/gpt-oss-120b,65536,65583,259,65842,421.1288124861506,20.04467099982624,441.17400758340955,12.937769511686241,155.73144856279998,M3 Max MacBook Pro 128GB RAM,2025-09-27T19:17:05.135059,3
